id,planned_departure,planned_arrival,real_departure,real_arrival,id_train,id_route,id_driver
194,2021-04-09 02:24:01.585026,2021-04-09 06:37:41.751715,2021-04-09 04:12:01.585026,2021-04-09 07:43:41.751715,664,2,162
195,2021-05-28 10:57:58.330193,2021-05-28 18:30:24.787402,2021-05-28 13:42:58.330193,2021-05-28 19:01:24.787402,875,702,511
196,2021-05-20 19:08:06.108739,2021-05-21 02:36:47.653932,2021-05-20 19:08:06.108739,2021-05-21 02:57:47.653932,772,564,617
197,2021-06-01 00:21:15.606686,2021-06-01 08:14:32.759859,2021-06-01 03:17:15.606686,2021-06-01 08:20:32.759859,891,653,795
198,2021-01-21 03:43:18.419177,2021-01-21 08:39:41.410459,2021-01-21 05:45:18.419177,2021-01-21 08:39:41.410459,297,164,266
199,2021-06-20 08:15:39.661224,2021-06-20 12:11:03.758905,2021-06-20 08:15:39.661224,2021-06-20 13:40:03.758905,841,816,515
200,2021-06-28 08:41:15.681096,2021-06-28 14:46:50.016185,2021-06-28 09:23:15.681096,2021-06-28 15:45:50.016185,385,285,54
201,2021-05-23 04:26:37.808441,2021-05-23 12:21:19.495113,2021-05-23 07:06:37.808441,2021-05-23 13:03:19.495113,62,461,69
202,2021-04-04 07:42:20.920377,2021-04-04 10:58:07.863773,2021-04-04 10:08:20.920377,2021-04-04 10:58:07.863773,287,429,245
203,2021-03-22 21:09:55.742926,2021-03-23 03:01:55.942797,2021-03-22 21:37:55.742926,2021-03-23 05:56:55.942797,416,300,303
204,2021-06-10 08:32:41.546923,2021-06-10 11:04:34.590751,2021-06-10 10:24:41.546923,2021-06-10 12:50:34.590751,232,596,661
205,2021-02-16 00:11:20.500473,2021-02-16 06:53:33.395697,2021-02-16 01:40:20.500473,2021-02-16 07:06:33.395697,907,497,488
206,2021-03-07 20:13:11.394067,2021-03-07 22:32:25.357482,2021-03-07 22:29:11.394067,2021-03-07 22:32:25.357482,748,30,641
207,2021-06-22 23:19:16.601727,2021-06-23 03:06:05.703094,2021-06-23 01:31:16.601727,2021-06-23 05:05:05.703094,859,397,750
208,2021-04-28 03:37:18.820683,2021-04-28 07:11:58.000192,2021-04-28 03:37:18.820683,2021-04-28 08:26:58.000192,799,851,46
209,2021-03-22 00:35:33.785400,2021-03-22 03:42:54.249833,2021-03-22 02:03:33.785400,2021-03-22 03:42:54.249833,401,708,480
210,2021-01-11 19:51:15.311457,2021-01-12 01:30:44.246624,2021-01-11 19:51:15.311457,2021-01-12 03:29:44.246624,612,92,582
211,2021-05-06 20:41:38.747303,2021-05-07 01:13:01.591178,2021-05-06 22:13:38.747303,2021-05-07 03:56:01.591178,136,537,349
212,2021-05-29 05:36:26.303266,2021-05-29 09:04:14.246138,2021-05-29 06:28:26.303266,2021-05-29 10:01:14.246138,719,337,738
213,2021-01-28 01:38:03.425746,2021-01-28 06:10:48.015984,2021-01-28 02:28:03.425746,2021-01-28 07:05:48.015984,750,741,839
214,2021-04-10 11:43:32.433174,2021-04-10 15:04:03.929094,2021-04-10 11:43:32.433174,2021-04-10 15:04:03.929094,904,857,204
215,2021-06-05 10:37:34.305416,2021-06-05 17:25:04.992025,2021-06-05 12:22:34.305416,2021-06-05 17:25:04.992025,739,652,845
216,2021-03-24 11:58:47.369723,2021-03-24 19:07:33.463722,2021-03-24 13:20:47.369723,2021-03-24 19:46:33.463722,44,361,123
217,2021-01-16 23:02:03.911860,2021-01-17 06:23:26.131396,2021-01-16 23:02:03.911860,2021-01-17 06:30:26.131396,548,670,62
218,2021-01-01 21:04:15.520522,2021-01-01 23:51:16.911483,2021-01-01 23:43:15.520522,2021-01-02 01:43:16.911483,583,91,593
219,2021-03-18 11:11:54.284576,2021-03-18 14:00:46.341313,2021-03-18 13:29:54.284576,2021-03-18 14:10:46.341313,266,199,117
220,2021-02-01 01:02:28.816448,2021-02-01 08:19:11.634305,2021-02-01 03:37:28.816448,2021-02-01 10:31:11.634305,712,556,108
221,2021-02-16 14:50:05.072138,2021-02-16 19:01:19.658939,2021-02-16 14:50:05.072138,2021-02-16 19:40:19.658939,427,97,529
222,2021-06-18 22:36:26.035498,2021-06-19 03:34:25.733681,2021-06-18 22:36:26.035498,2021-06-19 04:39:25.733681,558,479,153
223,2021-03-25 00:42:07.711576,2021-03-25 03:13:58.415607,2021-03-25 01:35:07.711576,2021-03-25 05:18:58.415607,442,133,176
224,2021-04-16 00:22:07.006967,2021-04-16 04:21:00.016198,2021-04-16 03:15:07.006967,2021-04-16 04:21:00.016198,906,836,525
225,2021-02-11 04:25:50.062540,2021-02-11 08:21:52.779253,2021-02-11 06:20:50.062540,2021-02-11 09:48:52.779253,240,652,159
226,2021-05-22 20:08:51.994419,2021-05-23 02:23:49.477233,2021-05-22 20:30:51.994419,2021-05-23 02:23:49.477233,563,908,184
227,2021-05-04 00:42:24.486971,2021-05-04 03:44:42.809690,2021-05-04 01:29:24.486971,2021-05-04 03:44:42.809690,426,874,219
228,2021-04-09 12:16:55.745600,2021-04-09 15:59:56.479372,2021-04-09 12:16:55.745600,2021-04-09 17:27:56.479372,402,696,775
229,2021-06-22 20:05:52.815033,2021-06-23 00:51:00.766938,2021-06-22 20:43:52.815033,2021-06-23 01:04:00.766938,760,406,514
230,2021-03-17 12:35:37.216475,2021-03-17 17:32:44.890298,2021-03-17 15:14:37.216475,2021-03-17 18:16:44.890298,154,256,86
231,2021-05-07 15:53:08.501527,2021-05-07 21:39:51.389028,2021-05-07 16:09:08.501527,2021-05-07 22:41:51.389028,489,503,373
232,2021-02-02 19:17:48.323989,2021-02-03 02:43:41.527176,2021-02-02 19:42:48.323989,2021-02-03 05:34:41.527176,376,100,460
233,2021-06-12 10:48:29.787693,2021-06-12 17:35:21.198119,2021-06-12 10:48:29.787693,2021-06-12 20:30:21.198119,69,690,155
234,2021-06-09 20:50:58.636397,2021-06-09 23:51:45.586898,2021-06-09 23:10:58.636397,2021-06-10 01:19:45.586898,730,687,588
235,2021-04-05 18:08:58.827020,2021-04-06 01:48:55.650776,2021-04-05 20:10:58.827020,2021-04-06 03:33:55.650776,235,837,348
236,2021-02-19 17:45:30.007275,2021-02-20 00:06:52.517011,2021-02-19 20:08:30.007275,2021-02-20 00:34:52.517011,527,340,4
237,2021-01-31 05:14:25.260073,2021-01-31 10:55:32.647386,2021-01-31 05:14:25.260073,2021-01-31 12:37:32.647386,147,232,197
238,2021-02-18 11:00:50.760613,2021-02-18 14:57:50.728409,2021-02-18 13:30:50.760613,2021-02-18 16:06:50.728409,183,813,810
239,2021-05-22 03:03:00.517559,2021-05-22 08:32:21.952408,2021-05-22 03:03:00.517559,2021-05-22 09:31:21.952408,12,326,451
240,2021-04-20 09:46:51.970890,2021-04-20 14:39:21.030669,2021-04-20 12:17:51.970890,2021-04-20 15:05:21.030669,313,373,802
241,2021-02-13 15:46:30.254044,2021-02-13 20:06:13.735929,2021-02-13 18:07:30.254044,2021-02-13 20:26:13.735929,689,333,462
242,2021-06-15 20:32:07.784691,2021-06-16 03:45:36.364117,2021-06-15 23:25:07.784691,2021-06-16 05:25:36.364117,251,458,383
243,2021-04-06 16:37:02.541479,2021-04-06 21:48:25.156611,2021-04-06 19:18:02.541479,2021-04-06 22:54:25.156611,252,689,556
244,2021-01-13 07:44:49.433974,2021-01-13 14:51:29.046480,2021-01-13 07:44:49.433974,2021-01-13 17:29:29.046480,764,303,59
245,2021-04-01 02:30:29.684691,2021-04-01 05:54:04.844351,2021-04-01 05:22:29.684691,2021-04-01 08:15:04.844351,94,896,418
246,2021-05-03 20:41:31.178377,2021-05-04 02:24:54.072532,2021-05-03 20:41:31.178377,2021-05-04 04:32:54.072532,3,104,608
247,2021-05-30 10:47:21.520218,2021-05-30 13:25:25.392299,2021-05-30 13:44:21.520218,2021-05-30 14:20:25.392299,763,279,794
248,2021-04-24 18:31:59.222308,2021-04-25 01:14:55.931242,2021-04-24 20:24:59.222308,2021-04-25 03:10:55.931242,634,104,739
249,2021-03-01 21:00:09.734135,2021-03-02 00:55:39.851402,2021-03-01 21:00:09.734135,2021-03-02 02:57:39.851402,693,760,866
250,2021-04-01 04:57:57.344910,2021-04-01 11:16:07.501328,2021-04-01 07:24:57.344910,2021-04-01 11:52:07.501328,129,276,893
251,2021-01-22 20:50:35.490125,2021-01-23 04:27:32.646297,2021-01-22 21:45:35.490125,2021-01-23 07:14:32.646297,457,311,202
252,2021-01-25 05:32:11.477562,2021-01-25 08:21:40.839365,2021-01-25 06:46:11.477562,2021-01-25 09:06:40.839365,355,463,181
253,2021-06-04 05:48:19.610914,2021-06-04 08:09:14.949146,2021-06-04 08:24:19.610914,2021-06-04 08:30:14.949146,673,897,307
254,2021-06-04 16:16:50.270749,2021-06-04 21:24:05.296785,2021-06-04 16:16:50.270749,2021-06-04 21:24:05.296785,230,271,215
255,2021-01-08 14:56:04.975039,2021-01-08 19:22:28.818487,2021-01-08 14:56:04.975039,2021-01-08 19:22:28.818487,109,7,242
256,2021-03-02 15:15:36.226080,2021-03-02 23:00:13.736341,2021-03-02 15:23:36.226080,2021-03-03 01:56:13.736341,417,644,160
257,2021-03-23 05:56:47.525200,2021-03-23 10:42:17.212476,2021-03-23 05:56:47.525200,2021-03-23 12:27:17.212476,232,592,457
258,2021-04-07 22:26:15.448127,2021-04-08 01:27:22.319888,2021-04-08 00:21:15.448127,2021-04-08 02:04:22.319888,552,484,846
259,2021-03-19 00:53:36.608272,2021-03-19 08:23:44.361878,2021-03-19 03:49:36.608272,2021-03-19 08:23:44.361878,913,503,614
260,2021-03-01 14:56:03.831071,2021-03-01 21:37:02.248242,2021-03-01 14:56:03.831071,2021-03-01 23:49:02.248242,13,221,196
261,2021-05-22 18:24:00.241952,2021-05-22 22:34:21.059551,2021-05-22 18:37:00.241952,2021-05-22 22:34:21.059551,696,455,513
262,2021-05-27 11:43:38.440342,2021-05-27 16:36:17.296696,2021-05-27 12:02:38.440342,2021-05-27 17:35:17.296696,444,237,754
263,2021-04-02 09:08:36.132700,2021-04-02 15:54:14.321920,2021-04-02 10:14:36.132700,2021-04-02 18:45:14.321920,199,423,506
264,2021-05-06 06:04:15.816425,2021-05-06 13:19:24.653226,2021-05-06 06:04:15.816425,2021-05-06 13:52:24.653226,181,780,748
265,2021-02-22 21:53:30.167149,2021-02-23 03:41:31.148925,2021-02-22 22:25:30.167149,2021-02-23 03:41:31.148925,132,247,890
266,2021-06-15 20:31:25.944146,2021-06-15 23:46:12.342514,2021-06-15 22:46:25.944146,2021-06-16 01:38:12.342514,673,797,718
267,2021-01-26 04:24:45.123062,2021-01-26 09:23:16.090156,2021-01-26 05:22:45.123062,2021-01-26 09:30:16.090156,437,457,403
268,2021-01-05 05:56:57.737883,2021-01-05 10:21:04.459721,2021-01-05 06:18:57.737883,2021-01-05 12:52:04.459721,141,68,650
269,2021-03-19 02:01:56.281599,2021-03-19 05:57:16.443350,2021-03-19 02:22:56.281599,2021-03-19 07:54:16.443350,866,625,750
270,2021-03-19 07:35:46.807030,2021-03-19 14:36:38.473474,2021-03-19 07:55:46.807030,2021-03-19 15:30:38.473474,706,200,696
271,2021-04-27 02:41:57.263690,2021-04-27 08:06:59.593414,2021-04-27 02:41:57.263690,2021-04-27 09:02:59.593414,541,323,872
272,2021-02-03 07:13:17.697537,2021-02-03 12:50:11.906060,2021-02-03 08:25:17.697537,2021-02-03 15:29:11.906060,639,56,178
273,2021-02-28 19:24:37.026224,2021-02-28 22:02:19.454932,2021-02-28 20:58:37.026224,2021-03-01 00:40:19.454932,53,468,1
274,2021-03-19 21:24:53.875473,2021-03-20 02:15:43.538972,2021-03-20 00:01:53.875473,2021-03-20 02:15:43.538972,443,579,350
275,2021-04-06 21:09:48.274227,2021-04-07 00:12:34.863567,2021-04-06 21:09:48.274227,2021-04-07 03:04:34.863567,595,370,381
276,2021-01-28 03:51:54.601470,2021-01-28 10:59:46.588130,2021-01-28 03:51:54.601470,2021-01-28 13:15:46.588130,785,800,408
277,2021-05-10 23:23:19.198236,2021-05-11 06:52:41.524288,2021-05-10 23:23:19.198236,2021-05-11 07:57:41.524288,443,868,172
278,2021-06-25 05:19:43.960869,2021-06-25 09:41:35.768436,2021-06-25 05:35:43.960869,2021-06-25 10:55:35.768436,760,449,641
279,2021-01-28 06:10:45.050063,2021-01-28 09:16:15.237157,2021-01-28 07:25:45.050063,2021-01-28 10:27:15.237157,630,424,54
280,2021-05-18 20:58:13.145485,2021-05-19 02:41:24.818091,2021-05-18 20:58:13.145485,2021-05-19 02:41:24.818091,607,917,289
281,2021-03-22 22:19:28.334552,2021-03-23 06:17:28.543297,2021-03-22 22:37:28.334552,2021-03-23 07:53:28.543297,125,200,458
282,2021-01-12 12:18:00.744368,2021-01-12 18:39:56.046707,2021-01-12 12:18:00.744368,2021-01-12 20:42:56.046707,10,620,689
283,2021-02-22 09:01:36.203469,2021-02-22 14:15:48.451073,2021-02-22 09:29:36.203469,2021-02-22 14:45:48.451073,336,589,510
284,2021-02-22 11:31:04.824064,2021-02-22 13:54:02.656198,2021-02-22 13:39:04.824064,2021-02-22 13:54:02.656198,548,895,52
285,2021-04-20 13:36:43.413073,2021-04-20 20:10:03.919611,2021-04-20 16:12:43.413073,2021-04-20 20:40:03.919611,204,804,856
286,2021-05-24 12:01:55.039237,2021-05-24 18:54:47.559672,2021-05-24 14:40:55.039237,2021-05-24 19:06:47.559672,902,815,70
287,2021-02-18 02:59:52.065724,2021-02-18 05:58:38.765105,2021-02-18 05:58:52.065724,2021-02-18 08:05:38.765105,307,834,572
288,2021-03-09 05:37:12.604085,2021-03-09 11:42:14.115635,2021-03-09 08:04:12.604085,2021-03-09 11:42:14.115635,307,867,362
289,2021-01-02 08:49:32.678791,2021-01-02 15:16:29.108495,2021-01-02 11:06:32.678791,2021-01-02 16:52:29.108495,451,515,191
290,2021-02-09 20:30:12.251843,2021-02-10 03:50:00.807979,2021-02-09 20:51:12.251843,2021-02-10 06:19:00.807979,518,825,614
291,2021-01-30 20:38:43.700450,2021-01-31 02:11:26.479179,2021-01-30 23:08:43.700450,2021-01-31 02:57:26.479179,98,119,299
292,2021-01-05 06:02:37.710056,2021-01-05 11:34:53.889172,2021-01-05 06:08:37.710056,2021-01-05 12:27:53.889172,664,399,912
293,2021-03-31 04:36:02.829799,2021-03-31 09:20:58.333408,2021-03-31 04:36:02.829799,2021-03-31 10:46:58.333408,623,380,417
294,2021-01-28 10:52:24.009222,2021-01-28 15:05:15.855532,2021-01-28 11:43:24.009222,2021-01-28 17:01:15.855532,147,559,779
295,2021-03-02 16:11:18.824149,2021-03-02 18:56:27.681839,2021-03-02 16:47:18.824149,2021-03-02 20:34:27.681839,803,912,177
296,2021-04-12 08:04:36.858836,2021-04-12 12:56:40.188952,2021-04-12 08:35:36.858836,2021-04-12 12:56:40.188952,747,362,487
297,2021-04-14 19:06:24.454418,2021-04-15 01:50:37.564569,2021-04-14 19:06:24.454418,2021-04-15 03:36:37.564569,55,675,901
298,2021-01-14 08:31:53.787731,2021-01-14 14:01:32.998562,2021-01-14 09:25:53.787731,2021-01-14 15:45:32.998562,795,17,647
299,2021-05-14 15:58:38.797471,2021-05-14 22:07:56.630935,2021-05-14 17:25:38.797471,2021-05-14 22:07:56.630935,435,421,586
300,2021-05-07 02:11:10.580796,2021-05-07 09:22:11.430883,2021-05-07 05:07:10.580796,2021-05-07 10:46:11.430883,783,333,628
301,2021-01-16 09:56:43.583631,2021-01-16 16:38:27.004682,2021-01-16 12:07:43.583631,2021-01-16 16:38:27.004682,660,872,12
302,2021-04-28 02:53:38.309706,2021-04-28 09:38:46.763686,2021-04-28 04:25:38.309706,2021-04-28 11:21:46.763686,837,667,747
303,2021-06-20 08:24:21.484554,2021-06-20 10:51:26.697093,2021-06-20 10:26:21.484554,2021-06-20 12:53:26.697093,351,906,55
304,2021-05-26 23:06:12.039282,2021-05-27 02:40:06.766900,2021-05-26 23:34:12.039282,2021-05-27 03:29:06.766900,106,342,472
305,2021-04-21 21:27:53.626521,2021-04-22 01:40:23.161607,2021-04-21 23:04:53.626521,2021-04-22 01:40:23.161607,96,547,458
306,2021-04-21 01:13:31.631649,2021-04-21 09:01:48.624688,2021-04-21 02:31:31.631649,2021-04-21 10:10:48.624688,328,898,644
307,2021-06-29 08:19:00.900085,2021-06-29 12:57:11.275177,2021-06-29 10:39:00.900085,2021-06-29 15:55:11.275177,775,75,112
308,2021-05-05 10:48:53.683208,2021-05-05 12:52:11.584623,2021-05-05 10:48:53.683208,2021-05-05 14:25:11.584623,474,690,628
309,2021-01-07 10:05:15.653589,2021-01-07 17:28:14.580860,2021-01-07 10:05:15.653589,2021-01-07 19:07:14.580860,43,544,109
310,2021-02-08 09:47:11.721840,2021-02-08 17:23:58.364005,2021-02-08 09:59:11.721840,2021-02-08 19:52:58.364005,231,862,538
311,2021-06-21 02:24:12.627494,2021-06-21 04:43:23.075099,2021-06-21 03:43:12.627494,2021-06-21 06:40:23.075099,54,15,314
312,2021-04-13 08:38:04.724172,2021-04-13 15:30:15.812328,2021-04-13 11:25:04.724172,2021-04-13 15:30:15.812328,79,324,414
313,2021-06-05 16:02:44.901431,2021-06-05 21:52:23.836675,2021-06-05 17:44:44.901431,2021-06-05 22:21:23.836675,188,878,276
314,2021-06-25 04:20:58.716521,2021-06-25 06:54:48.340234,2021-06-25 04:20:58.716521,2021-06-25 08:55:48.340234,833,498,574
315,2021-03-01 14:03:53.884718,2021-03-01 17:08:42.732545,2021-03-01 14:03:53.884718,2021-03-01 19:33:42.732545,234,707,458
316,2021-02-06 10:05:04.638621,2021-02-06 13:16:38.320643,2021-02-06 10:05:04.638621,2021-02-06 15:48:38.320643,505,772,46
317,2021-04-24 22:54:17.803136,2021-04-25 05:09:14.165254,2021-04-24 23:36:17.803136,2021-04-25 07:19:14.165254,75,407,543
318,2021-01-10 15:42:10.869391,2021-01-10 22:12:36.189008,2021-01-10 15:42:10.869391,2021-01-10 23:27:36.189008,841,380,332
319,2021-03-06 10:00:41.017934,2021-03-06 17:47:51.716177,2021-03-06 10:22:41.017934,2021-03-06 19:08:51.716177,351,511,167
320,2021-03-19 12:58:01.920547,2021-03-19 19:16:19.848643,2021-03-19 13:07:01.920547,2021-03-19 21:59:19.848643,323,890,265
321,2021-06-20 13:00:25.701956,2021-06-20 18:33:02.480475,2021-06-20 13:00:25.701956,2021-06-20 20:17:02.480475,267,55,252
322,2021-06-12 11:06:02.838739,2021-06-12 14:26:33.605357,2021-06-12 13:53:02.838739,2021-06-12 14:40:33.605357,222,735,795
323,2021-06-10 00:25:08.280765,2021-06-10 04:17:02.915766,2021-06-10 01:32:08.280765,2021-06-10 05:29:02.915766,116,889,238
324,2021-03-04 06:04:54.286974,2021-03-04 10:13:31.500722,2021-03-04 06:58:54.286974,2021-03-04 12:56:31.500722,199,21,198
325,2021-03-20 14:53:17.105938,2021-03-20 21:01:32.246977,2021-03-20 15:33:17.105938,2021-03-20 23:15:32.246977,686,483,848
326,2021-06-22 22:01:32.949505,2021-06-23 05:38:49.207662,2021-06-22 22:02:32.949505,2021-06-23 06:59:49.207662,530,351,577
327,2021-04-07 06:58:04.735458,2021-04-07 12:57:49.061420,2021-04-07 08:28:04.735458,2021-04-07 14:29:49.061420,485,892,595
328,2021-06-29 08:33:49.894582,2021-06-29 10:53:48.542123,2021-06-29 08:39:49.894582,2021-06-29 13:25:48.542123,141,47,237
329,2021-03-31 17:45:17.953850,2021-03-31 20:24:30.810232,2021-03-31 18:10:17.953850,2021-03-31 21:05:30.810232,766,386,727
330,2021-06-14 14:10:10.387004,2021-06-14 18:18:17.200641,2021-06-14 14:10:10.387004,2021-06-14 20:53:17.200641,25,342,403
331,2021-02-20 10:27:54.237220,2021-02-20 14:15:28.162307,2021-02-20 13:22:54.237220,2021-02-20 17:14:28.162307,912,171,352
332,2021-03-18 06:12:06.367751,2021-03-18 08:12:42.561505,2021-03-18 07:33:06.367751,2021-03-18 08:41:42.561505,561,161,99
333,2021-04-09 16:17:34.617295,2021-04-10 00:13:29.347847,2021-04-09 16:20:34.617295,2021-04-10 01:25:29.347847,559,368,309
334,2021-05-26 00:19:50.852740,2021-05-26 07:17:48.959688,2021-05-26 02:10:50.852740,2021-05-26 07:17:48.959688,598,723,700
335,2021-04-24 07:28:52.187510,2021-04-24 14:22:48.607003,2021-04-24 08:12:52.187510,2021-04-24 14:25:48.607003,167,22,463
336,2021-05-02 05:49:22.815228,2021-05-02 11:30:59.432473,2021-05-02 05:49:22.815228,2021-05-02 14:05:59.432473,391,386,663
337,2021-03-02 21:27:28.077017,2021-03-03 01:18:49.622057,2021-03-02 23:20:28.077017,2021-03-03 03:36:49.622057,317,211,736
338,2021-06-19 18:15:40.674347,2021-06-19 21:01:44.407012,2021-06-19 18:15:40.674347,2021-06-19 22:38:44.407012,349,632,319
339,2021-03-02 13:52:29.502064,2021-03-02 19:24:08.169923,2021-03-02 13:52:29.502064,2021-03-02 19:46:08.169923,890,324,474
340,2021-06-07 21:27:45.983429,2021-06-08 01:14:44.820438,2021-06-07 21:55:45.983429,2021-06-08 03:34:44.820438,861,770,703
341,2021-05-07 17:36:49.746616,2021-05-07 22:23:49.272154,2021-05-07 18:27:49.746616,2021-05-07 22:23:49.272154,621,436,565
342,2021-01-15 04:49:13.867317,2021-01-15 09:28:56.008529,2021-01-15 07:15:13.867317,2021-01-15 12:18:56.008529,593,184,192
343,2021-06-23 08:13:58.116261,2021-06-23 15:00:02.881656,2021-06-23 10:47:58.116261,2021-06-23 15:20:02.881656,409,657,861
344,2021-05-17 05:31:18.429736,2021-05-17 11:15:32.282890,2021-05-17 08:06:18.429736,2021-05-17 11:41:32.282890,464,612,372
345,2021-05-04 16:33:05.964769,2021-05-04 18:38:53.315527,2021-05-04 17:55:05.964769,2021-05-04 19:31:53.315527,208,212,241
346,2021-01-23 10:03:25.975300,2021-01-23 14:20:58.212932,2021-01-23 11:48:25.975300,2021-01-23 15:52:58.212932,746,132,311
347,2021-02-05 15:24:04.672932,2021-02-05 23:17:07.903737,2021-02-05 16:19:04.672932,2021-02-06 01:29:07.903737,611,877,104
348,2021-06-02 09:49:10.220673,2021-06-02 12:29:45.129296,2021-06-02 10:27:10.220673,2021-06-02 12:36:45.129296,264,779,243
349,2021-04-26 10:47:37.033260,2021-04-26 17:06:38.551564,2021-04-26 10:47:37.033260,2021-04-26 19:25:38.551564,357,662,44
350,2021-04-21 10:52:30.252737,2021-04-21 18:02:35.104631,2021-04-21 13:26:30.252737,2021-04-21 20:59:35.104631,689,701,876
351,2021-06-20 18:20:06.635180,2021-06-20 23:51:49.420277,2021-06-20 19:30:06.635180,2021-06-21 00:52:49.420277,736,118,461
352,2021-01-13 03:45:09.173483,2021-01-13 08:46:35.214717,2021-01-13 03:45:09.173483,2021-01-13 08:46:35.214717,323,433,761
353,2021-01-21 18:08:34.883125,2021-01-21 21:38:55.228262,2021-01-21 20:59:34.883125,2021-01-21 22:44:55.228262,10,232,169
354,2021-06-18 23:11:12.781533,2021-06-19 03:02:01.177949,2021-06-19 01:26:12.781533,2021-06-19 05:24:01.177949,92,148,794
355,2021-03-18 06:27:10.792489,2021-03-18 08:55:03.721295,2021-03-18 08:42:10.792489,2021-03-18 08:55:03.721295,118,866,195
356,2021-06-29 18:41:17.809149,2021-06-30 00:41:28.726792,2021-06-29 19:09:17.809149,2021-06-30 01:16:28.726792,744,517,872
357,2021-04-10 14:17:07.776266,2021-04-10 18:12:49.336877,2021-04-10 16:56:07.776266,2021-04-10 19:01:49.336877,238,203,303
358,2021-01-04 13:02:21.928917,2021-01-04 17:55:49.370212,2021-01-04 14:50:21.928917,2021-01-04 19:42:49.370212,508,247,542
359,2021-06-22 21:04:49.749744,2021-06-23 03:31:21.744634,2021-06-22 22:46:49.749744,2021-06-23 05:26:21.744634,429,277,846
360,2021-05-07 14:41:02.367347,2021-05-07 21:21:38.998125,2021-05-07 15:55:02.367347,2021-05-08 00:16:38.998125,445,394,442
361,2021-04-18 21:32:24.755356,2021-04-19 01:34:34.403811,2021-04-18 22:46:24.755356,2021-04-19 01:48:34.403811,783,19,629
362,2021-06-26 21:27:19.611750,2021-06-27 01:19:53.166975,2021-06-26 23:31:19.611750,2021-06-27 03:02:53.166975,289,253,352
363,2021-05-01 01:13:43.689180,2021-05-01 06:43:45.494988,2021-05-01 03:48:43.689180,2021-05-01 07:09:45.494988,108,445,241
364,2021-06-04 06:40:55.955482,2021-06-04 13:41:08.004778,2021-06-04 08:37:55.955482,2021-06-04 15:47:08.004778,693,361,558
365,2021-05-27 02:40:48.064802,2021-05-27 05:58:49.831969,2021-05-27 03:09:48.064802,2021-05-27 08:42:49.831969,537,586,800
366,2021-04-09 07:23:09.848973,2021-04-09 10:23:21.904211,2021-04-09 07:23:09.848973,2021-04-09 10:23:21.904211,855,108,294
367,2021-02-02 10:22:35.148812,2021-02-02 18:15:09.559910,2021-02-02 11:15:35.148812,2021-02-02 19:22:09.559910,861,909,903
368,2021-05-15 05:18:50.351891,2021-05-15 10:32:26.375594,2021-05-15 07:45:50.351891,2021-05-15 11:53:26.375594,326,34,368
369,2021-05-18 04:39:55.821027,2021-05-18 11:50:12.339255,2021-05-18 04:39:55.821027,2021-05-18 14:05:12.339255,455,247,719
370,2021-06-05 14:45:12.409892,2021-06-05 17:36:05.040922,2021-06-05 17:41:12.409892,2021-06-05 19:13:05.040922,460,110,338
371,2021-03-27 22:50:50.353111,2021-03-28 02:19:34.466308,2021-03-28 01:05:50.353111,2021-03-28 02:19:34.466308,17,331,514
372,2021-01-07 02:46:22.798798,2021-01-07 06:48:58.710420,2021-01-07 02:57:22.798798,2021-01-07 06:48:58.710420,475,73,382
373,2021-06-02 19:28:32.798049,2021-06-03 03:17:17.131501,2021-06-02 19:28:32.798049,2021-06-03 03:17:17.131501,282,764,149
374,2021-04-24 20:01:26.554961,2021-04-24 23:30:52.914307,2021-04-24 21:47:26.554961,2021-04-24 23:30:52.914307,846,116,148
375,2021-01-21 12:50:19.601571,2021-01-21 20:23:47.168905,2021-01-21 14:34:19.601571,2021-01-21 23:14:47.168905,821,450,365
376,2021-04-09 00:19:44.961475,2021-04-09 07:14:25.112913,2021-04-09 00:19:44.961475,2021-04-09 08:07:25.112913,185,396,551
377,2021-02-27 01:04:15.738672,2021-02-27 04:55:15.461483,2021-02-27 01:20:15.738672,2021-02-27 04:55:15.461483,747,687,328
378,2021-01-28 01:38:43.052542,2021-01-28 09:16:36.849066,2021-01-28 03:24:43.052542,2021-01-28 09:16:36.849066,914,866,631
379,2021-05-26 22:41:12.519977,2021-05-27 06:29:11.624872,2021-05-26 22:41:12.519977,2021-05-27 06:29:11.624872,182,128,705
380,2021-04-11 01:19:23.443983,2021-04-11 04:39:12.183798,2021-04-11 03:07:23.443983,2021-04-11 06:06:12.183798,598,65,144
381,2021-04-10 08:03:08.435801,2021-04-10 13:57:08.717376,2021-04-10 09:13:08.435801,2021-04-10 16:44:08.717376,152,293,783
382,2021-05-28 19:03:39.378466,2021-05-29 02:25:51.175652,2021-05-28 21:30:39.378466,2021-05-29 02:25:51.175652,647,194,208
383,2021-05-24 18:54:56.396980,2021-05-25 01:05:58.329021,2021-05-24 21:22:56.396980,2021-05-25 02:12:58.329021,884,709,416
384,2021-05-02 17:25:59.850236,2021-05-03 00:21:06.819387,2021-05-02 19:47:59.850236,2021-05-03 02:58:06.819387,402,508,755
385,2021-02-26 14:42:19.441261,2021-02-26 19:36:30.307497,2021-02-26 17:22:19.441261,2021-02-26 22:15:30.307497,590,330,472
386,2021-06-18 15:47:18.171633,2021-06-18 23:04:16.943494,2021-06-18 16:29:18.171633,2021-06-18 23:07:16.943494,766,907,882
